Jogador;Vetor_Estacionario
Sheraldo Becker;0.142
Diogo Leite;0.119
Josip Juranovic;0.112
Danilho Doekhi;0.088
Alex Kral;0.086
Robin Gosens;0.08
Kevin Behrens;0.074
Lucas Tousart;0.074
Leonardo Bonucci;0.062
Frederik Ronnow;0.047
Janik Haberer;0.043
Aissa Laidouni;0.037
Kevin Volland;0.021
Brenden Aaronson;0.015
