Jogador;Vetor_Estacionario
Giovanni Di Lorenzo;0.127
Zambo Anguissa;0.11
Amir Rrahmani;0.109
Stanislav Lobotka;0.102
Piotr Zielinski;0.1
Khvicha Kvaratskhelia;0.098
Mario Rui;0.097
Natan;0.09
Matteo Politano;0.069
Giacomo Raspadori;0.033
Mathias Olivera;0.019
Alex Meret;0.018
Giovanni Simeone;0.013
Jesper Lindstrom;0.012
Jens Cajuste;0.003
