Jogador;Vetor_Estacionario
Ronald Araujo;0.145
Jules Kounde;0.144
Alex Balde;0.127
Ilkay Gundogan;0.107
Oriol Romeu;0.084
Joao Felix;0.073
Marc-Andre ter Stegen;0.069
Joao Cancelo;0.067
Lamine Yamal;0.062
Gavi;0.057
Ferran Torres;0.034
Robert Lewandowski;0.012
Fermin Lopez;0.011
Marcos Alonso;0.004
Sergi Roberto;0.004
