Jogador;Vetor_Estacionario
Sergio Ramos;0.159
Nemanja Gudelj;0.127
Fernando;0.117
Adria Pedrosa;0.11
Lucas Ocampos;0.075
Juanlu Sanchez ;0.072
Djibril Sow;0.063
Ivan Rakitic;0.06
Erik Lamela;0.048
Marko Dmitrovic;0.043
Dodi Lukebakio;0.025
Suso;0.025
Youssef En-Nesyri;0.025
Jesus Navas;0.023
Boubakary Soumare;0.022
Mariano Diaz;0.005
