Jogador;Vetor_Estacionario
Jadon Sancho;0.14
Mats Hummels;0.123
Ian Maatsen;0.113
Julian Ryerson;0.112
Julian Brandt;0.099
Gregor Kobel;0.077
Nico Schlotterbeck;0.076
Emre Can;0.073
Karim Adeyemi;0.067
Marcel Sabitzer;0.057
Niclas Fullkrug;0.04
Youssoufa Moukoko;0.009
Marius Wolf;0.008
Marco Reus;0.006
