Jogador;Vetor_Estacionario
Lucas Tousart;0.116
Josip Juranovic;0.112
Diogo Leite;0.107
Alex Kral;0.104
Leonardo Bonucci;0.103
Robin Gosens;0.09
Danilho Doekhi;0.086
Aissa Laidouni;0.081
Frederik Ronnow;0.062
Sheraldo Becker;0.049
Brenden Aaronson;0.034
Kevin Behrens;0.029
Kevin Volland;0.022
Aljoscha Kemlein;0.004
