Jogador;Vetor_Estacionario
Castello Lukeba;0.178
David Raum;0.119
Xavi Simons;0.115
Xaver Schlager;0.112
Nicolas Seiwald;0.102
Janis Blaswich;0.101
Lukas Klostermann;0.082
Mohamed Simakan;0.062
Lois Openda;0.045
Benjamin Sesko;0.028
Emil Forsberg;0.018
Amadou Haidara;0.015
Kevin Kampl;0.01
Christoph Baumgartner;0.008
Fabio Carvalho;0.003
