Jogador;Vetor_Estacionario
Joshua Kimmich;0.154
Alphonso Davies;0.114
Kingsley Coman;0.097
Leon Goretzka;0.094
Kim Min-jae;0.092
Noussair Mazraoui;0.073
Manuel Neuer;0.068
Harry Kane;0.059
Dayot Upamecano;0.058
Leroy Sane;0.058
Thomas Muller;0.053
Jamal Musiala;0.039
Mathys Tel;0.018
Konrad Laimer;0.016
Serge Gnabry;0.007
