Jogador;Vetor_Estacionario
Liam Scales;0.175
Gustaf Lagerbielke;0.13
Alistair Johnston;0.1
Callum McGregor;0.097
Greg Taylor;0.088
Joe Hart;0.08
Matt O'Riley;0.08
Luis Palma;0.075
Reo Hatate;0.064
Daizen Maeda;0.033
Hyun-jun Yang;0.023
Tomoki Iwata;0.021
Kyogo Furuhashi;0.02
Hyeon-gyu Oh;0.008
Paulo Bernardo;0.006
