Jogador;Vetor_Estacionario
Sacha Boey;0.155
Davinson Sanchez;0.15
Abdulkerim Bardakci;0.122
Lucas Torreira;0.079
Angelino;0.073
Hakim Ziyech;0.073
Kaan Ayhan;0.062
Mateus Tete;0.052
Dries Mertens;0.041
Kerem Akturkoglu;0.041
Fernando Muslera;0.037
Wilfried Zaha;0.033
Mauro Icardi;0.032
Sergio Oliveira;0.021
Cedric Bakambu;0.019
Baris Yilmaz;0.01
