Jogador;Vetor_Estacionario
Alessio Romagnoli;0.115
Felipe Anderson;0.112
Luis Alberto;0.111
Mario Gila;0.111
Matteo Guendouzi;0.095
Danilo Cataldi;0.091
Adam Marusic;0.078
Ciro Immobile;0.053
Gustav Isaksen;0.047
Patric Gil;0.043
Elseid Hysaj;0.04
Ivan Provedel;0.038
Manuel Lazzari;0.033
Daichi Kamada;0.015
Pedro Rodriguez;0.012
Taty Castellanos;0.005
