Jogador;Vetor_Estacionario
Kieran Trippier;0.155
Bruno Guimaraes;0.132
Fabian Schar;0.103
Anthony Gordon;0.102
Miguel Almiron;0.095
Jamaal Lascelles;0.094
Joelinton;0.061
Dan Burn;0.048
Sean Longstaff;0.039
Matt Targett;0.038
Sandro Tonali;0.037
Callum Wilson;0.032
Joe Willock;0.028
Nick Pope;0.023
Alexander Isak;0.008
Jacob Murphy;0.005
