Jogador;Vetor_Estacionario
Robin Le Normand;0.169
Javi Galan;0.128
Martin Zubimendi;0.118
Takefusa Kubo;0.082
Alex Remiro;0.073
Hamari Traore;0.068
Mikel Merino;0.063
Mikel Oyarzabal;0.059
Sheraldo Becker;0.054
Brais Mendez;0.044
Igor Zubeldia;0.039
Ander Barrene;0.035
Jon Pacheco;0.02
Andre Silva;0.018
Jon Olasagasti;0.017
Benat Turrientes;0.015
