Jogador;Vetor_Estacionario
Rade Krunic;0.155
Fikayo Tomori;0.114
Theo Hernandez;0.102
Malick Thiaw;0.097
Mike Maignan;0.073
Rafael Leao;0.068
Samuel Chukwueze;0.068
Alessandro Florenzi;0.066
Ruben Loftus-Cheek;0.046
Tommaso Pobega;0.044
Tijjani Reijnders;0.043
Yunus Musah;0.036
Davide Calabria;0.034
Olivier Giroud;0.026
Christian Pulisic;0.022
Marco Sportiello;0.008
