Jogador;Vetor_Estacionario
Diogo Costa;0.212
Otavio;0.184
Wendell;0.097
Pepe_14926;0.096
Pepe_66499;0.079
Alan Varela;0.066
Joao Mario;0.063
Evanilson;0.061
Galeno;0.053
Nico Gonzalez;0.044
Francisco Conceicao;0.037
Jorge Sanchez;0.007
