Jogador;Vetor_Estacionario
Luka Modric;0.132
Jude Bellingham;0.11
Lucas Vazquez;0.11
Dani Ceballos;0.105
Fran Garcia;0.101
Nacho Fernandez;0.092
David Alaba;0.087
Rodrygo;0.072
Toni Kroos;0.056
Federico Valverde;0.052
Joselu;0.029
Kepa Arrizabalaga;0.028
Antonio Rudiger;0.012
Brahim Diaz;0.007
Nicolas Paz;0.006
