Jogador;Vetor_Estacionario
David Hancko;0.154
Lutsharel Geertruida;0.154
Ramiz Zerrouki;0.112
Mats Wieffer;0.104
Quilindschy Hartman;0.104
Justin Bijlow;0.079
Calvin Stengs;0.064
Quinten Timber;0.055
Marcos Lopez;0.038
Bart Nieuwkoop;0.036
Igor Paixao;0.034
Alireza Jahanbakhsh;0.028
Santiago Gimenez;0.024
Luka Ivanusec;0.013
Ayase Ueda;0.003
