Jogador;Vetor_Estacionario
Bruno Fernandes;0.138
Sofyan Amrabat;0.109
Diogo Dalot;0.108
Scott McTominay;0.102
Raphael Varane;0.094
Alejandro Garnacho;0.067
Harry Maguire;0.067
Antony;0.066
Andre Onana;0.059
Luke Shaw;0.05
Jonny Evans;0.046
Rasmus Hojlund;0.036
Aaron Wan-Bissaka;0.018
Kobbie Mainoo;0.017
Hannibal Mejbri;0.014
Facundo Pellistri;0.009
