Jogador;Vetor_Estacionario
Denis Vavro;0.179
Kevin Diks;0.169
Rasmus Falk;0.117
Peter Ankersen;0.092
Diogo Goncalves;0.074
Kamil Grabara;0.07
Elias Jelert;0.069
Mohamed Elyounoussi;0.056
Lukas Lerager;0.052
Elias Achouri;0.05
Viktor Claesson;0.05
Christian Sorensen;0.018
Oscar Hojlund;0.003
