Jogador;Vetor_Estacionario
Toni Kroos;0.177
Jude Bellingham;0.136
Federico Valverde;0.133
Antonio Rudiger;0.089
Ferland Mendy;0.084
David Alaba;0.081
Rodrygo;0.067
Dani Ceballos;0.059
Dani Carvajal;0.057
Brahim Diaz;0.048
Nicolas Paz;0.029
Joselu;0.018
Andriy Lunin;0.015
Nacho Fernandez;0.004
Lucas Vazquez;0.002
