Jogador;Vetor_Estacionario
Wendell;0.14
Alan Varela;0.119
David Carmo;0.112
Fabio Cardoso;0.087
Stephen Eustaquio;0.074
Pepe;0.073
Diogo Costa;0.071
Joao Mario;0.063
Romario Baro;0.06
Galeno;0.058
Nico Gonzalez;0.035
Mehdi Taremi;0.033
Francisco Conceicao;0.026
Ivan Jaime;0.026
Evanilson;0.012
Danny Namaso;0.01
