Jogador;Vetor_Estacionario
Achraf Hakimi;0.136
Marquinhos;0.118
Milan Skriniar;0.117
Ousmane Dembele;0.108
Warren Zaire-Emery;0.095
Lucas Hernandez;0.089
Manuel Ugarte;0.086
Kylian Mbappe;0.081
Vitinha Ferreira;0.073
Randal Kolo Muani;0.033
Gianluigi Donnarumma;0.021
Kang-In Lee;0.02
Goncalo Ramos;0.013
Danilo Pereira;0.009
