Jogador;Vetor_Estacionario
Giovanni Di Lorenzo;0.141
Zambo Anguissa;0.116
Amir Rrahmani;0.102
Matteo Politano;0.098
Mathias Olivera;0.087
Juan Jesus;0.086
Stanislav Lobotka;0.08
Alex Meret;0.062
Khvicha Kvaratskhelia;0.049
Jesper Lindstrom;0.041
Jens Cajuste;0.04
Victor Osimhen;0.036
Giacomo Raspadori;0.03
Hamed Junior Traore;0.029
Giovanni Simeone;0.004
