Jogador;Vetor_Estacionario
Rafael Leao;0.155
Theo Hernandez;0.133
Yunus Musah;0.111
Tijjani Reijnders;0.09
Fikayo Tomori;0.086
Christian Pulisic;0.071
Pierre Kalulu;0.069
Malick Thiaw;0.065
Olivier Giroud;0.062
Mike Maignan;0.053
Rade Krunic;0.049
Davide Calabria;0.03
Tommaso Pobega;0.02
Simon Kjaer;0.003
Yacine Adli;0.003
