Jogador;Vetor_Estacionario
Martin Zubimendi;0.136
Mikel Merino;0.121
Ander Barrene;0.118
Brais Mendez;0.09
Aihen Munoz;0.088
Igor Zubeldia;0.087
Takefusa Kubo;0.081
Aritz Elustondo;0.08
Robin Le Normand;0.064
Mikel Oyarzabal;0.059
Alex Remiro;0.029
Benat Turrientes;0.018
Carlos Fernandez;0.014
Arsen Zakharyan;0.012
Alvaro Odriozola;0.003
