Jogador;Vetor_Estacionario
Al Musrati;0.132
Serdar Saatci;0.113
Sikou Niakate;0.106
Bruma;0.101
Joe Mendes;0.097
Cristian Borja ;0.096
Rodrigo Zalazar;0.085
Ricardo Horta;0.078
Simon Banza;0.062
Alvaro Djalo;0.051
Matheus;0.04
Andre Castro;0.015
Vitor Carvalho;0.011
Joao Moutinho;0.006
Adrian Marin;0.005
Abel Ruiz;0.002
