Jogador;Vetor_Estacionario
Alessandro Bastoni;0.104
Matteo Darmian;0.104
Davide Frattesi;0.086
Carlos Augusto;0.083
Henrikh Mkhitaryan;0.083
Francesco Acerbi;0.081
Hakan Calhanoglu;0.076
Yann Bisseck;0.063
Kristjan Asllani;0.056
Marcus Thuram;0.055
Stefan de Vrij;0.05
Nicolo Barella;0.047
Alexis Sanchez;0.04
Lautaro Martinez;0.032
Yann Sommer;0.028
Federico Dimarco;0.012
