Jogador;Vetor_Estacionario
Theo Hernandez;0.14
Tijjani Reijnders;0.127
Alessandro Florenzi;0.12
Fikayo Tomori;0.117
Davide Calabria;0.1
Yunus Musah;0.086
Rafael Leao;0.079
Christian Pulisic;0.065
Ruben Loftus-Cheek;0.051
Olivier Giroud;0.045
Mike Maignan;0.038
Luka Jovic;0.016
Noah Okafor;0.011
Samuel Chukwueze;0.006
