Jogador;Vetor_Estacionario
Mario Hermoso;0.142
Nahuel Molina;0.124
Stefan Savic;0.117
Saul Niguez;0.103
Antoine Griezmann;0.098
Marcos Llorente;0.086
Samuel Lino;0.076
Axel Witsel;0.072
Pablo Barrios ;0.056
Alvaro Morata;0.046
Jose Gimenez;0.029
Jan Oblak;0.023
Angel Correa;0.019
Rodrigo Riquelme;0.01
