Jogador;Vetor_Estacionario
Lutsharel Geertruida;0.146
David Hancko;0.145
Quilindschy Hartman;0.131
Calvin Stengs;0.108
Gernot Trauner;0.103
Ramiz Zerrouki;0.082
Igor Paixao;0.071
Quinten Timber;0.054
Mats Wieffer;0.034
Timon Wellenreuther;0.032
Ayase Ueda;0.026
Bart Nieuwkoop;0.024
Yankuba Minteh;0.016
Alireza Jahanbakhsh;0.015
Ondrej Lingr;0.014
