Jogador;Vetor_Estacionario
Nemanja Gudelj;0.137
Ivan Rakitic;0.126
Sergio Ramos;0.121
Jesus Navas;0.103
Fernando;0.096
Marko Dmitrovic;0.073
Lucas Ocampos;0.071
Marcos Acuna;0.066
Dodi Lukebakio;0.06
Djibril Sow;0.059
Joan Jordan;0.031
Youssef En-Nesyri;0.021
Juanlu Sanchez ;0.012
Tanguy Nianzou;0.011
Oliver Torres;0.007
Rafa Mir;0.007
