Jogador;Vetor_Estacionario
Al Musrati;0.152
Victor Gomez;0.139
Jose Fonte;0.112
Sikou Niakate;0.086
Bruma;0.077
Cristian Borja ;0.072
Ricardo Horta;0.072
Vitor Carvalho;0.068
Alvaro Djalo;0.061
Rodrigo Zalazar;0.049
Abel Ruiz;0.041
Matheus;0.039
Simon Banza;0.016
Adrian Marin;0.01
Pizzi;0.005
