Jogador;Vetor_Estacionario
Luis Alberto;0.134
Patric Gil;0.125
Nicolo Rovella;0.111
Matteo Guendouzi;0.091
Gustav Isaksen;0.087
Manuel Lazzari;0.087
Adam Marusic;0.084
Mario Gila;0.083
Felipe Anderson;0.068
Ivan Provedel;0.036
Pedro Rodriguez;0.033
Danilo Cataldi;0.025
Ciro Immobile;0.019
Taty Castellanos;0.011
Daichi Kamada;0.006
