Jogador;Vetor_Estacionario
Joshua Kimmich;0.151
Jamal Musiala;0.112
Kim Min-jae;0.094
Kingsley Coman;0.09
Matthijs De Ligt;0.085
Noussair Mazraoui;0.085
Leroy Sane;0.077
Alphonso Davies;0.075
Konrad Laimer;0.074
Sven Ulreich;0.063
Harry Kane;0.058
Mathys Tel;0.02
Bouna Sarr;0.016
