Jogador;Vetor_Estacionario
Georgiy Sudakov;0.144
Mykola Matvienko;0.135
Valeriy Bondar;0.132
Oleksandr Zubkov;0.124
Taras Stepanenko;0.101
Irakli Azarovi;0.094
Giorgi Gocholeishvili;0.07
Dmytro Kryskiv;0.049
Danylo Sikan;0.045
Dmytro Riznyk;0.044
Newerton;0.044
Artem Bondarenko;0.02
