Jogador;Vetor_Estacionario
Achraf Hakimi;0.139
Beraldo;0.12
Vitinha Ferreira;0.115
Fabian Ruiz;0.113
Marquinhos;0.098
Danilo Pereira;0.085
Ousmane Dembele;0.071
Warren Zaire-Emery;0.058
Kylian Mbappe;0.057
Gianluigi Donnarumma;0.051
Bradley Barcola;0.04
Lucas Hernandez;0.028
Marco Asensio;0.019
Randal Kolo Muani;0.006
