Jogador;Vetor_Estacionario
Benjamin Pavard;0.125
Nicolo Barella;0.107
Stefan de Vrij;0.097
Carlos Augusto;0.092
Alessandro Bastoni;0.084
Yann Sommer;0.083
Kristjan Asllani;0.07
Denzel Dumfries;0.068
Federico Dimarco;0.065
Henrikh Mkhitaryan;0.05
Lautaro Martinez;0.033
Alexis Sanchez;0.03
Marko Arnautovic;0.028
Davide Frattesi;0.027
Francesco Acerbi;0.021
Marcus Thuram;0.02
