Jogador;Vetor_Estacionario
David Raum;0.145
Xavi Simons;0.119
Castello Lukeba;0.109
Janis Blaswich;0.091
Benjamin Henrichs;0.083
Lois Openda;0.078
Amadou Haidara;0.075
Mohamed Simakan;0.07
Xaver Schlager;0.069
Emil Forsberg;0.066
Benjamin Sesko;0.05
Fabio Carvalho;0.015
Christoph Baumgartner;0.012
Lukas Klostermann;0.012
Nicolas Seiwald;0.006
