Jogador;Vetor_Estacionario
Nico Schlotterbeck;0.14
Mats Hummels;0.132
Julian Brandt;0.116
Julian Ryerson;0.105
Marcel Sabitzer;0.086
Felix Nmecha;0.08
Niklas Sule;0.077
Karim Adeyemi;0.074
Salih Ozcan;0.073
Gregor Kobel;0.065
Niclas Fullkrug;0.035
Marco Reus;0.015
