Jogador;Vetor_Estacionario
Ruben Dias;0.15
Nathan Ake;0.13
Kyle Walker;0.127
Rodri;0.125
John Stones;0.102
Phil Foden;0.09
Kevin De Bruyne;0.079
Bernardo Silva;0.067
Jeremy Doku;0.049
Jack Grealish;0.029
Ederson;0.026
Matheus Nunes;0.016
Erling Haaland;0.01
