Jogador;Vetor_Estacionario
In-beom Hwang;0.125
Mirko Ivanic;0.105
Nasser Djiga;0.096
Aleksandar Dragovic;0.095
Osman Bukari;0.093
Srdjan Mijailovic;0.093
Stefan Mitrovic;0.065
Cherif Ndiaye;0.063
Vladimir Lucic;0.062
Milan Rodic;0.061
Aleksandar Katai;0.041
Omri Glazer;0.04
Marko Stamenic;0.03
Jean-Philippe Krasso;0.016
Peter Olayinka;0.015
