Jogador;Vetor_Estacionario
Lukas Klostermann;0.15
Castello Lukeba;0.145
Xavi Simons;0.1
Xaver Schlager;0.092
David Raum;0.091
Janis Blaswich;0.088
Nicolas Seiwald;0.069
Mohamed Simakan;0.055
Emil Forsberg;0.049
Lois Openda;0.044
Yussuf Poulsen;0.043
Timo Werner;0.028
Amadou Haidara;0.027
Christoph Baumgartner;0.02
