Jogador;Vetor_Estacionario
Lukas Lerager;0.109
Rasmus Falk;0.109
Elias Jelert;0.107
Mohamed Elyounoussi;0.106
Peter Ankersen;0.104
Viktor Claesson;0.093
Diogo Goncalves;0.09
Kevin Diks;0.075
Elias Achouri;0.072
Denis Vavro;0.053
Kamil Grabara;0.047
Andreas Cornelius;0.024
Nicolai Boilesen;0.01
