Jogador;Vetor_Estacionario
Guelor Kanga;0.149
In-beom Hwang;0.113
Aleksandar Dragovic;0.099
Nasser Djiga;0.093
Osman Bukari;0.086
Milan Rodic;0.072
Vladimir Lucic;0.072
Kosta Nedeljkovic;0.068
Srdjan Mijailovic;0.066
Mirko Ivanic;0.049
Omri Glazer;0.036
Jean-Philippe Krasso;0.034
Cherif Ndiaye;0.025
Peter Olayinka;0.021
Jovan Mijatovic;0.01
Aleksandar Katai;0.007
