Jogador;Vetor_Estacionario
Liam Scales;0.153
Greg Taylor;0.143
Cameron Carter-Vickers;0.126
Alistair Johnston;0.12
Callum McGregor;0.104
Luis Palma;0.065
Paulo Bernardo;0.059
Joe Hart;0.054
Matt O'Riley;0.047
Daizen Maeda;0.035
David Turnbull;0.024
Hyeon-gyu Oh;0.022
Odin Holm;0.017
Kyogo Furuhashi;0.015
Hyun-jun Yang;0.011
Tomoki Iwata;0.006
