Jogador;Vetor_Estacionario
Strahinja Pavlovic;0.165
Lucas Gourna-Douath;0.155
Aleksa Terzic;0.09
Alexander Schlager;0.078
Oumar Solet;0.072
Amar Dedic;0.07
Samson Baidoo;0.068
Amankwah Forson;0.05
Oscar Gloukh;0.049
Roko Simic;0.048
Mads Bidstrup;0.037
Maurits Kjaergaard;0.031
Luka Sucic;0.028
Karim Konate;0.022
Nicolas Capaldo;0.02
Petar Ratkov;0.015
