Jogador;Vetor_Estacionario
Ulisses Garcia;0.152
Fabian Lustenberger;0.13
Aurele Amenda;0.114
Cheikh Niasse;0.107
Saidy Janko;0.101
David Von Ballmoos;0.089
Filip Ugrinic;0.077
Sandro Lauper;0.05
Ebrima Colley;0.041
Lukasz Lakomy;0.035
Meschack Elia;0.029
Silvere Ganvoula;0.025
Jean-Pierre Nsame;0.023
Darian Males;0.012
Joel Monteiro;0.011
Donat Rrudhani;0.003
