Jogador;Vetor_Estacionario
David Hancko;0.153
Gernot Trauner;0.149
Lutsharel Geertruida;0.114
Mats Wieffer;0.114
Quilindschy Hartman;0.09
Calvin Stengs;0.079
Luka Ivanusec;0.057
Timon Wellenreuther;0.053
Quinten Timber;0.052
Alireza Jahanbakhsh;0.042
Igor Paixao;0.029
Ramiz Zerrouki;0.028
Yankuba Minteh;0.027
Leo Sauer;0.007
Ondrej Lingr;0.006
