Jogador;Vetor_Estacionario
Willi Orban;0.171
Benjamin Henrichs;0.117
Lukas Klostermann;0.116
Xaver Schlager;0.114
Xavi Simons;0.103
David Raum;0.077
Mohamed Simakan;0.072
Dani Olmo;0.068
Benjamin Sesko;0.056
Peter Gulacsi;0.043
Lois Openda;0.036
Amadou Haidara;0.013
Kevin Kampl;0.007
Eljif Elmas;0.004
Yussuf Poulsen;0.002
