Jogador;Vetor_Estacionario
Mikel Merino;0.143
Hamari Traore;0.114
Igor Zubeldia;0.108
Robin Le Normand;0.102
Brais Mendez;0.094
Martin Zubimendi;0.079
Takefusa Kubo;0.079
Alex Remiro;0.071
Ander Barrene;0.071
Kieran Tierney;0.065
Mikel Oyarzabal;0.039
Mohamed Cho;0.012
Aihen Munoz;0.008
Umar Sadiq;0.008
Jon Pacheco;0.007
