Jogador;Vetor_Estacionario
Jules Kounde;0.145
Inigo Martinez;0.116
Frenkie de Jong;0.113
Ilkay Gundogan;0.109
Pedri;0.089
Joao Cancelo;0.086
Ronald Araujo;0.084
Raphinha;0.081
Inaki Pena;0.056
Joao Felix;0.055
Robert Lewandowski;0.051
Lamine Yamal;0.006
Ferran Torres;0.005
Alex Balde;0.003
