Jogador;Vetor_Estacionario
Mario Hermoso;0.112
Rodrigo de Paul;0.11
Nahuel Molina;0.105
Koke;0.099
Antoine Griezmann;0.091
Axel Witsel;0.088
Rodrigo Riquelme;0.086
Alvaro Morata;0.074
Jose Gimenez;0.066
Pablo Barrios ;0.047
Memphis Depay;0.03
Marcos Llorente;0.029
Jan Oblak;0.028
Angel Correa;0.017
Saul Niguez;0.015
