Jogador;Vetor_Estacionario
Rodri;0.148
Josko Gvardiol;0.138
Ruben Dias;0.134
Kyle Walker;0.1
Manuel Akanji;0.092
Phil Foden;0.086
Bernardo Silva;0.076
Rico Lewis;0.065
Jack Grealish;0.056
Ederson;0.032
Nathan Ake;0.025
Jeremy Doku;0.021
Erling Haaland;0.019
Julian Alvarez;0.008
