Jogador;Vetor_Estacionario
Przemyslaw Frankowski;0.175
Salis Samed;0.124
Facundo Medina;0.121
Jonathan Gradit;0.086
Nampalys Mendy;0.08
Deiver Machado;0.063
Angelo Fulgini;0.055
Florian Sotoca;0.052
Kevin Danso;0.052
Brice Samba;0.051
Elye Wahi;0.048
David Costa;0.031
Morgan Guilavogui;0.019
Wesley Said;0.019
Adrien Thomasson;0.018
Massadio Haidara;0.007
