Jogador;Vetor_Estacionario
Jordan Teze;0.12
Joey Veerman;0.117
Sergino Dest;0.108
Armel Bella Kotchap;0.096
Olivier Boscagli;0.096
Jerdy Schouten;0.086
Johan Bakayoko;0.086
Noa Lang;0.076
Walter Benitez;0.07
Ismael Saibari;0.057
Luuk de Jong;0.042
Andre Ramalho;0.019
Malik Tillman;0.014
Hirving Lozano;0.01
Yorbe Vertessen;0.003
