Jogador;Vetor_Estacionario
Joao Moutinho;0.162
Cristian Borja ;0.115
Vitor Carvalho;0.108
Sikou Niakate;0.083
Bruma;0.077
Al Musrati;0.067
Rodrigo Zalazar;0.067
Ricardo Horta;0.053
Joe Mendes;0.049
Jose Fonte;0.049
Victor Gomez;0.047
Alvaro Djalo;0.037
Andre Horta;0.031
Matheus;0.02
Abel Ruiz;0.019
Simon Banza;0.017
