Jogador;Vetor_Estacionario
Hakan Calhanoglu;0.168
Stefan de Vrij;0.134
Nicolo Barella;0.133
Alessandro Bastoni;0.112
Henrikh Mkhitaryan;0.091
Benjamin Pavard;0.076
Yann Sommer;0.075
Federico Dimarco;0.063
Marcus Thuram;0.044
Lautaro Martinez;0.037
Denzel Dumfries;0.029
Francesco Acerbi;0.02
Matteo Darmian;0.013
Davide Frattesi;0.004
