Jogador;Vetor_Estacionario
Ilkay Gundogan;0.116
Robert Lewandowski;0.108
Marc-Andre ter Stegen;0.103
Raphinha;0.092
Joao Cancelo;0.09
Frenkie de Jong;0.088
Jules Kounde;0.074
Pau Cubarsi;0.063
Ronald Araujo;0.059
Pedri;0.051
Inigo Martinez;0.05
Ferran Torres;0.043
Lamine Yamal;0.027
Fermin Lopez;0.02
Joao Felix;0.015
