Jogador;Vetor_Estacionario
Andre Ramalho;0.147
Joey Veerman;0.129
Jordan Teze;0.116
Sergino Dest;0.108
Jerdy Schouten;0.105
Olivier Boscagli;0.099
Walter Benitez;0.067
Hirving Lozano;0.065
Malik Tillman;0.049
Johan Bakayoko;0.046
Luuk de Jong;0.045
Ismael Saibari;0.013
Yorbe Vertessen;0.007
Guus Til;0.004
