Jogador;Vetor_Estacionario
Fabio Cardoso;0.127
Pepe_66499;0.119
Pepe_14926;0.107
Diogo Costa;0.093
Alan Varela;0.089
Zaidu Sanusi;0.085
Stephen Eustaquio;0.069
Mehdi Taremi;0.066
Galeno;0.051
Evanilson;0.048
Joao Mario;0.044
Jorge Sanchez;0.039
Nico Gonzalez;0.032
Francisco Conceicao;0.031
