Jogador;Vetor_Estacionario
Benjamin Pavard;0.148
Alessandro Bastoni;0.126
Carlos Augusto;0.096
Stefan de Vrij;0.094
Hakan Calhanoglu;0.082
Nicolo Barella;0.073
Yann Sommer;0.067
Denzel Dumfries;0.062
Henrikh Mkhitaryan;0.059
Lautaro Martinez;0.045
Davide Frattesi;0.042
Alexis Sanchez;0.03
Marcus Thuram;0.026
Kristjan Asllani;0.025
Matteo Darmian;0.018
Davy Klaassen;0.008
