Jogador;Vetor_Estacionario
Matteo Darmian;0.163
Francesco Acerbi;0.133
Yann Sommer;0.121
Hakan Calhanoglu;0.103
Carlos Augusto;0.093
Juan Cuadrado;0.092
Federico Dimarco;0.05
Nicolo Barella;0.039
Alessandro Bastoni;0.037
Davide Frattesi;0.035
Henrikh Mkhitaryan;0.031
Kristjan Asllani;0.027
Marcus Thuram;0.026
Lautaro Martinez;0.017
Alexis Sanchez;0.016
Marko Arnautovic;0.016
