Jogador;Vetor_Estacionario
Robin Knoche;0.126
Christopher Trimmel;0.125
Diogo Leite;0.122
Danilho Doekhi;0.096
Sheraldo Becker;0.09
Frederik Ronnow;0.089
Robin Gosens;0.065
David Fofana;0.053
Janik Haberer;0.051
Alex Kral;0.045
Brenden Aaronson;0.038
Rani Khedira;0.033
Lucas Tousart;0.028
Aissa Laidouni;0.022
Kevin Behrens;0.01
Kevin Volland;0.006
