Jogador;Vetor_Estacionario
Liam Scales;0.13
Callum McGregor;0.127
Alistair Johnston;0.11
Greg Taylor;0.098
Stephen Welsh;0.094
Luis Palma;0.078
Matt O'Riley;0.07
Paulo Bernardo;0.062
Mikey Johnston;0.059
Joe Hart;0.05
James Forrest;0.038
Kyogo Furuhashi;0.023
Tomoki Iwata;0.02
Mitchel Frame;0.019
Hyeon-gyu Oh;0.014
Gustaf Lagerbielke;0.007
